32000	307.94	0.19	0.008	3.59482	0.43072	0.000460
10500	308.44	0.35	0.025	6.00318	0.65808	0.001304
9200	308.31	0.33	0.029	4.13930	0.52748	0.001334
1000	319.27	7.57	0.261	6.64948	2.46849	0.011011
400	933.13	608.17	0.607	356.29520	355.77719	0.015108
350	1033.63	705.04	0.675	403.39261	401.77820	0.016561
300	932.15	600.14	0.773	350.10089	347.41943	0.015769
250	874.99	540.76	0.895	317.59814	317.05316	0.019046
200	781.43	436.90	1.084	236.88261	233.45801	0.038027
180	821.88	475.95	1.200	245.15157	240.98386	0.051981
160	997.14	650.29	1.269	342.21143	339.00220	0.070575
150	1084.63	737.43	1.336	407.14719	399.20267	0.077096
100	1717.55	1373.57	1.587	805.78503	797.27704	0.112387
90	1746.75	1406.10	1.642	785.31219	777.65601	0.122971
80	1844.15	1507.97	1.680	888.71307	880.80273	0.125698
70	1900.35	1571.26	1.749	902.41998	893.33032	0.144499
50	2446.64	2124.11	1.784	1245.22473	1236.49329	0.146691
