32000	204.38	0.11	0.008	2.02635	0.28349	0.000459
10500	203.94	0.17	0.025	2.42682	0.34698	0.001429
9200	203.44	0.12	0.028	3.41734	0.14504	0.001234
1000	207.24	1.00	0.258	2.89153	0.28049	0.009363
400	216.76	4.32	0.641	2.56291	0.36422	0.016989
350	221.48	6.11	0.734	2.97263	0.83001	0.012067
300	228.35	8.67	0.851	4.91640	1.39877	0.013831
250	235.49	14.53	1.028	4.59324	2.02061	0.014198
200	258.68	31.59	1.278	7.22149	4.22397	0.013797
180	278.50	46.08	1.413	10.48807	6.06410	0.035882
160	312.84	77.74	1.580	18.04190	13.20691	0.056980
150	391.61	151.72	1.681	41.92355	36.16085	0.074729
100	1113.17	868.86	1.996	494.81293	488.54428	0.110738
90	1236.66	993.21	2.044	585.89563	579.97113	0.114309
80	1350.98	1109.41	2.094	644.97687	638.30872	0.140148
70	1415.39	1176.18	2.137	698.09308	691.35498	0.124889
50	1801.33	1568.48	2.208	950.92609	943.28217	0.124129
