32000	194.81	0.15	0.008	3.02966	0.27475	0.000308
10500	197.60	0.27	0.025	2.31884	0.29716	0.001308
9200	197.66	0.29	0.028	2.32401	0.30100	0.001490
1000	204.03	5.57	0.258	3.07348	1.43457	0.009576
400	624.27	416.38	0.613	238.01096	238.32433	0.016402
350	680.00	472.22	0.685	279.76718	280.42609	0.013364
300	680.71	469.68	0.791	277.75061	276.87109	0.015568
250	627.40	414.76	0.937	245.40227	244.71257	0.018684
200	534.67	318.56	1.144	195.77390	194.19576	0.023690
180	514.86	297.92	1.242	173.80290	172.36449	0.017100
160	500.06	280.83	1.359	156.36290	154.88286	0.033010
150	542.06	319.86	1.435	189.81578	187.07040	0.047597
100	622.25	401.42	1.978	219.66983	216.40889	0.090640
90	659.41	439.97	2.130	253.52776	248.85973	0.098015
80	696.19	475.08	2.315	260.54276	257.58228	0.141604
70	709.72	488.92	2.484	276.37177	272.52441	0.177251
50	997.51	773.87	2.851	432.05881	425.64911	0.244367
