32000	224.51	0.09	0.002	2.69487	0.06276	0.000065
10500	225.61	0.30	0.006	3.19816	0.08414	0.000174
9200	225.33	0.32	0.007	3.53873	0.11978	0.000224
1000	232.80	4.19	0.063	1.39836	0.35001	0.000953
400	287.69	51.99	0.158	20.89672	20.54931	0.002272
350	730.90	491.34	0.179	228.79178	228.76425	0.002141
300	1115.10	872.03	0.206	491.59793	492.62808	0.002574
250	1141.56	892.13	0.247	564.82251	563.54395	0.005555
200	1160.71	902.52	0.296	519.75659	518.49200	0.009430
180	1261.07	999.01	0.328	549.31793	549.48663	0.007115
160	1386.97	1117.19	0.366	605.02283	605.46613	0.006178
150	1581.08	1310.34	0.388	739.12115	738.45233	0.007206
100	2619.48	2331.56	0.505	1294.42090	1293.06030	0.015524
90	3654.37	3358.57	0.521	1914.84399	1910.13489	0.023587
80	4699.65	4400.47	0.532	2573.77710	2569.52441	0.021562
70	5757.01	5455.92	0.536	3196.13159	3192.78979	0.019385
50	8070.74	7762.07	0.557	4612.70459	4606.52490	0.018553
