32000	153.42	0.01	0.002	1.67363	0.01145	0.000050
10500	153.36	0.05	0.006	2.01301	0.03301	0.000152
9200	153.39	0.06	0.007	2.06298	0.03530	0.000174
1000	155.59	0.69	0.064	1.91738	0.11665	0.001248
400	160.56	2.55	0.161	1.83726	0.24579	0.003148
350	162.66	3.47	0.185	2.70101	0.24132	0.002632
300	164.99	4.62	0.216	2.80802	0.32945	0.003003
250	168.48	6.07	0.251	1.44819	0.46831	0.005515
200	175.88	10.28	0.322	3.83044	0.93160	0.004383
180	180.47	13.43	0.356	2.63368	0.82545	0.006639
160	183.63	16.65	0.393	2.37974	1.19909	0.006071
150	191.13	21.87	0.423	4.74729	3.14851	0.010850
100	296.70	115.07	0.631	19.78052	17.91590	0.019539
90	534.24	346.12	0.706	78.88465	77.40348	0.025620
80	1019.54	828.70	0.742	394.42694	391.73013	0.025261
70	1797.14	1604.65	0.781	888.81213	887.26251	0.027224
50	3665.86	3468.86	0.837	2065.66821	2063.86987	0.028794
