32000	320.92	0.08	0.008	3.41924	0.18745	0.000330
10500	324.27	0.09	0.025	3.71350	0.14376	0.001197
9200	321.22	0.09	0.028	4.11080	0.09802	0.001451
1000	327.75	1.40	0.263	5.74820	0.30376	0.009427
400	346.49	8.57	0.642	5.45436	0.77958	0.011109
350	347.96	11.98	0.728	4.97549	1.04505	0.012801
300	362.54	18.97	0.856	5.76781	0.50655	0.017606
250	377.21	32.81	1.021	7.34710	3.57581	0.023723
200	434.94	80.61	1.262	16.60113	9.73549	0.051464
180	497.34	139.21	1.391	45.56730	35.55424	0.084498
160	651.77	293.45	1.526	110.48392	102.94154	0.105485
150	804.62	444.06	1.590	196.72472	186.66881	0.123183
100	1682.57	1331.91	1.762	770.04712	760.72980	0.137109
90	1844.21	1498.31	1.799	879.15942	869.28973	0.155123
80	1964.53	1624.59	1.819	926.24500	919.89423	0.160464
70	2077.53	1743.54	1.845	1035.75659	1024.94214	0.144012
50	2656.86	2331.31	1.866	1402.81592	1392.25977	0.143149
