32000	395.67	0.28	0.002	5.12337	0.12212	0.000044
10500	395.89	0.69	0.006	4.05475	0.21321	0.000077
9200	396.93	0.84	0.007	4.79674	0.16886	0.000152
1000	423.20	14.34	0.063	3.71879	1.79867	0.001114
400	2223.02	1781.54	0.152	1028.92590	1031.13635	0.002442
350	2521.38	2072.91	0.168	1294.69678	1294.26318	0.005011
300	2580.73	2120.84	0.192	1236.72253	1234.66858	0.005554
250	3207.75	2736.48	0.221	1480.02209	1478.20007	0.004887
200	4629.85	4144.53	0.255	2272.74316	2268.53076	0.005042
180	5533.67	5043.42	0.274	2746.69653	2744.64014	0.008726
160	6886.29	6390.71	0.286	3694.92725	3691.81616	0.008137
150	7750.90	7256.29	0.289	4296.21680	4290.48340	0.008606
100	12795.99	12285.74	0.309	7363.09082	7356.74023	0.009970
90	13925.24	13415.53	0.314	8023.54492	8017.39111	0.008821
80	15050.01	14540.54	0.318	8720.69922	8716.41211	0.010442
70	16479.01	15964.93	0.319	9666.80859	9659.71289	0.008239
50	19814.58	19301.82	0.323	11748.73340	11743.80566	0.006690
