32000	666.10	0.22	0.036	7.49714	0.62948	0.010692
10500	661.91	0.25	0.106	8.84805	0.57128	0.026263
9200	666.03	0.28	0.122	10.66882	0.63213	0.030960
1000	670.87	4.81	1.049	17.47804	1.72444	0.047549
400	751.31	67.61	2.483	72.19594	14.00327	0.283136
350	801.06	116.30	2.775	93.43024	29.71010	0.366702
300	930.11	251.42	3.146	158.44678	98.21684	0.491065
250	1107.25	442.73	3.328	291.82230	238.42828	0.543500
200	1292.85	652.40	3.492	434.06351	382.57993	0.581532
180	1354.63	726.00	3.529	484.25461	437.58658	0.577929
160	1394.64	780.29	3.596	528.67865	477.37625	0.588283
150	1433.85	830.21	3.657	552.90131	504.50925	0.625771
100	1488.76	935.50	3.748	626.73981	583.13409	0.608167
90	1529.60	991.03	3.731	653.26135	607.90350	0.599261
80	1524.40	998.99	3.773	648.17346	609.34644	0.602759
70	1563.95	1050.70	3.807	661.36133	624.48608	0.633171
50	1758.44	1263.64	3.819	803.69043	767.80005	0.609908
