32000	268.17	0.25	0.008	4.32148	0.61023	0.000455
10500	267.55	0.34	0.025	5.36230	0.49793	0.001576
9200	268.72	0.33	0.029	4.16040	0.52118	0.001775
1000	278.64	7.84	0.259	2.72721	2.03705	0.010045
400	881.92	602.06	0.602	349.07214	348.19992	0.012080
350	895.32	614.35	0.678	361.76205	361.55344	0.014315
300	887.28	604.01	0.776	346.81900	345.94925	0.013971
250	810.04	526.63	0.900	314.02997	314.34680	0.019696
200	699.17	408.02	1.094	223.72073	222.10216	0.036645
180	663.65	370.43	1.212	188.74075	184.71799	0.027711
160	741.26	444.97	1.328	223.49377	218.77110	0.060085
150	781.02	482.93	1.390	262.38110	258.23865	0.059690
100	1160.40	865.16	1.736	484.87619	479.30499	0.121249
90	1276.98	982.17	1.817	593.02789	585.22595	0.124568
80	1395.43	1101.37	1.897	639.16272	632.10059	0.138175
70	1581.19	1289.75	1.972	751.67047	744.07898	0.150072
50	1884.20	1598.42	2.083	934.13440	928.38788	0.163340
