32000	638.79	5.45	0.036	22.78783	16.71081	0.011184
10500	634.63	4.05	0.107	17.44885	10.41511	0.026218
9200	638.00	3.74	0.122	13.32162	8.70588	0.031766
1000	1155.28	502.82	0.931	300.00348	293.57816	0.061841
400	829.85	158.45	2.101	96.13790	60.27982	0.198479
350	881.81	209.47	2.375	120.35149	76.65729	0.261855
300	973.64	304.26	2.591	190.51306	148.02805	0.335917
250	1151.66	495.44	2.846	315.09674	269.50546	0.394548
200	1248.68	612.82	3.062	406.34491	360.44162	0.449593
180	1337.99	707.71	3.177	459.63553	416.00540	0.505400
160	1388.91	769.34	3.265	505.26733	461.41467	0.528325
150	1388.72	775.81	3.292	506.78439	464.55206	0.519279
100	1477.33	911.62	3.531	590.71802	548.86206	0.578339
90	1479.45	925.71	3.574	604.94318	562.59955	0.561664
80	1467.63	932.57	3.667	597.03931	557.35242	0.587848
70	1527.70	1005.23	3.671	647.51733	608.76245	0.599746
50	1675.00	1174.30	3.680	744.84863	707.31604	0.575978
