32000	134.79	0.01	0.002	0.58025	0.00469	0.000109
10500	134.61	0.05	0.006	0.63443	0.00998	0.000460
9200	134.76	0.06	0.007	0.60617	0.01523	0.000250
1000	136.47	0.62	0.059	0.70547	0.04901	0.002791
400	140.18	1.97	0.145	0.84689	0.18820	0.008507
350	140.07	1.98	0.144	0.97684	0.34690	0.017003
300	142.58	3.07	0.195	0.88138	0.31011	0.011194
250	144.86	4.14	0.231	1.40771	0.60694	0.017524
200	148.85	6.34	0.291	1.47612	0.76435	0.014381
180	151.55	7.98	0.327	1.70178	0.96385	0.018492
160	155.27	10.42	0.367	2.87703	1.87303	0.027399
150	159.09	12.83	0.401	2.25897	1.51023	0.017755
100	197.07	42.94	0.582	11.58909	10.39609	0.024548
90	227.18	70.45	0.636	30.35274	28.36306	0.038056
80	2371.68	2209.25	0.738	951.46387	951.46027	0.030770
70	11263.32	11096.35	0.836	6203.88721	6204.01172	0.013881
50	34287.70	34117.47	0.927	18961.55469	18961.68555	0.019003
