32000	892.30	13.88	0.036	52.66396	37.16899	0.009539
10500	912.86	30.68	0.107	64.81290	49.24667	0.026759
9200	985.38	108.21	0.120	86.41200	82.31245	0.031214
1000	1264.80	326.64	0.853	201.58238	173.10982	0.015001
400	1387.10	459.73	1.800	276.08261	218.71400	0.229755
350	1538.82	615.08	1.957	379.93832	322.10211	0.275114
300	1742.81	816.58	2.063	491.59589	434.97766	0.304548
250	1880.18	970.50	2.187	625.96478	563.24255	0.327058
200	2065.84	1166.50	2.258	757.19879	692.52032	0.352601
180	2124.31	1233.11	2.303	797.79352	735.24847	0.357080
160	2220.29	1336.87	2.326	859.77112	799.02264	0.373398
150	2292.00	1410.67	2.353	894.40521	835.06732	0.383365
100	2713.26	1853.11	2.414	1197.72974	1136.50354	0.401369
90	2875.42	2016.06	2.384	1301.25513	1243.66772	0.392816
80	3039.96	2182.30	2.394	1414.33447	1353.76160	0.371569
70	3223.49	2364.85	2.414	1517.34814	1458.86230	0.403895
50	3644.11	2787.32	2.396	1801.36963	1741.41528	0.379187
