32000	147.67	0.04	0.002	1.46717	0.05419	0.000062
10500	147.84	0.10	0.006	1.40885	0.06240	0.000188
9200	147.77	0.08	0.007	2.15868	0.04314	0.000191
1000	150.60	0.94	0.064	2.35362	0.11616	0.001628
400	156.53	4.03	0.160	2.29090	0.88425	0.004239
350	159.07	5.08	0.182	1.42557	0.58192	0.005158
300	162.27	7.11	0.212	1.40351	1.08496	0.006522
250	169.93	13.03	0.257	4.38439	4.35111	0.007857
200	378.58	218.91	0.319	93.92373	92.60997	0.009492
180	590.14	427.18	0.345	275.44238	275.95892	0.006148
160	705.60	541.10	0.385	318.51794	319.33069	0.007564
150	725.62	559.41	0.408	328.96307	329.64722	0.008894
100	945.16	768.26	0.581	382.15582	383.45642	0.005446
90	1325.48	1144.60	0.621	657.73688	657.10388	0.021294
80	1746.23	1563.24	0.666	854.38727	854.00519	0.013541
70	2363.44	2177.19	0.697	1258.93140	1257.59741	0.015882
50	3771.78	3583.74	0.773	2107.28687	2105.67139	0.027530
