32000	1854.93	23.75	0.035	68.23448	52.18354	0.009635
10500	4050.03	2195.29	0.100	1246.60852	1270.01880	0.020422
9200	3817.99	1953.66	0.113	1202.28247	1201.06128	0.024896
1000	2908.04	1018.16	0.754	700.96106	590.27625	0.063433
400	3584.86	1849.61	1.233	1205.35120	1080.51599	0.202129
350	3797.57	2089.30	1.252	1358.62122	1234.72522	0.210501
300	4072.73	2388.15	1.270	1529.12366	1412.39026	0.210966
250	4493.26	2817.01	1.277	1804.63416	1681.87036	0.210574
200	5004.49	3362.51	1.295	2197.97852	2069.96948	0.205370
180	5312.22	3669.55	1.282	2400.16602	2281.92676	0.202604
160	5616.12	3981.38	1.281	2616.06494	2488.40356	0.200102
150	5835.89	4201.19	1.277	2705.21924	2586.93262	0.211951
100	6717.88	5087.46	1.291	3276.35571	3157.88257	0.215466
90	6909.20	5274.84	1.281	3425.79297	3308.78174	0.201071
80	7081.61	5455.08	1.299	3512.50659	3378.24316	0.217366
70	7302.61	5675.05	1.291	3624.37427	3498.56982	0.216726
50	7678.64	6049.74	1.285	3856.49878	3733.70361	0.211185
