32000	153.20	0.03	0.002	1.22196	0.02591	0.000065
10500	153.26	0.06	0.006	2.38912	0.02891	0.000175
9200	153.20	0.07	0.007	2.48658	0.02888	0.000203
1000	156.79	0.72	0.063	2.08041	0.12210	0.002215
400	161.81	2.57	0.157	2.16022	0.30076	0.005125
350	162.09	3.31	0.182	2.18820	0.35617	0.004036
300	164.71	4.43	0.215	1.90327	0.43364	0.004355
250	169.61	6.11	0.253	2.06884	0.39142	0.008127
200	176.41	9.81	0.317	2.16190	0.68608	0.005198
180	179.82	12.58	0.355	2.44415	1.16616	0.010671
160	186.00	17.50	0.395	3.57300	1.72201	0.009362
150	191.65	21.44	0.421	4.66732	2.39087	0.009305
100	297.57	115.92	0.627	39.61905	36.99152	0.014745
90	454.03	267.82	0.693	90.35603	87.93466	0.020340
80	1040.69	850.76	0.737	442.23499	441.19553	0.024583
70	1767.62	1576.05	0.778	932.96472	929.64130	0.024255
50	3692.49	3496.04	0.833	2019.05444	2015.80591	0.030936
