32000	130.81	0.03	0.002	1.17512	0.05009	0.000066
10500	130.89	0.08	0.006	1.19758	0.05630	0.000121
9200	132.22	0.08	0.007	1.80413	0.02233	0.000214
1000	134.57	0.94	0.063	2.74606	0.13096	0.001796
400	139.21	3.42	0.159	1.76404	0.37287	0.003699
350	141.65	4.62	0.184	1.53369	0.40918	0.004957
300	144.70	6.78	0.214	2.11241	0.72838	0.005909
250	149.91	11.32	0.254	1.70327	2.54223	0.006064
200	357.43	216.61	0.318	112.16056	112.13357	0.007870
180	554.98	413.06	0.350	236.69359	236.79404	0.008516
160	631.24	486.64	0.391	292.01300	291.67178	0.006427
150	614.33	469.57	0.406	270.85199	269.90256	0.007940
100	837.58	684.25	0.580	384.21335	382.98270	0.017414
90	885.20	729.46	0.640	385.93253	385.33609	0.016399
80	1170.68	1012.01	0.681	558.29034	558.87445	0.019132
70	1441.20	1279.57	0.745	709.34064	708.70483	0.021123
50	2609.52	2444.35	0.872	1411.58777	1409.92004	0.035433
