32000	112.44	0.03	0.002	1.19667	0.02039	0.000050
10500	112.61	0.07	0.006	1.30870	0.01844	0.000174
9200	111.82	0.09	0.007	0.66882	0.03120	0.000173
1000	113.60	0.92	0.064	0.70114	0.18090	0.001592
400	117.54	3.21	0.160	0.90332	0.52151	0.003279
350	118.72	3.90	0.183	1.14011	0.72731	0.003694
300	121.29	5.16	0.213	1.08470	0.46077	0.005437
250	125.75	8.82	0.256	1.43313	1.41581	0.006147
200	193.91	76.15	0.320	44.56539	44.58341	0.007659
180	399.89	280.60	0.351	155.83411	155.88130	0.006741
160	535.77	415.32	0.391	237.49725	237.53372	0.009020
150	541.91	420.35	0.418	274.25613	274.98624	0.013973
100	554.57	425.43	0.610	252.79462	253.04454	0.019211
90	654.74	522.72	0.661	286.53784	285.63150	0.019033
80	787.47	653.52	0.728	376.47842	375.56787	0.023762
70	808.43	671.44	0.813	353.92563	353.40891	0.025101
50	1359.50	1214.89	0.999	651.83325	650.25879	0.027622
