32000	196.93	0.15	0.008	2.60428	0.34531	0.000554
10500	196.55	0.25	0.025	2.48878	0.32832	0.001683
9200	196.07	0.33	0.028	3.30746	0.55799	0.001309
1000	205.63	6.18	0.261	3.19550	1.56208	0.014343
400	602.64	392.75	0.616	230.31483	230.23021	0.021044
350	764.23	551.42	0.681	336.39471	337.79401	0.021971
300	758.40	543.51	0.783	319.89142	320.46518	0.034340
250	704.09	485.83	0.919	299.51929	299.48221	0.026403
200	581.06	356.90	1.126	204.34885	205.20798	0.020383
180	564.62	337.83	1.207	195.75337	195.38275	0.037175
160	543.20	311.89	1.356	172.01254	169.06491	0.039132
150	535.00	304.05	1.444	151.64894	150.03448	0.058950
100	1015.97	774.99	1.853	416.18900	411.87418	0.118104
90	1131.23	888.70	1.916	524.10968	518.05981	0.115910
80	1270.38	1027.85	1.990	603.74768	597.03662	0.126239
70	1406.10	1165.11	2.012	660.64807	654.46454	0.132195
50	1729.48	1493.74	2.121	880.22723	873.72424	0.140015
