32000	1911.88	1.76	0.035	14.83671	4.08463	0.009250
10500	1891.32	4.01	0.106	24.43606	6.01063	0.022666
9200	1910.39	5.11	0.118	29.29016	7.36525	0.023412
1000	2637.23	776.91	0.896	574.71405	464.12061	0.097364
400	3613.66	1891.36	1.359	1243.79053	1109.39941	0.234924
350	3851.93	2141.98	1.380	1394.48120	1267.13086	0.243841
300	4133.04	2445.70	1.391	1630.61133	1495.25000	0.237899
250	4562.06	2903.89	1.381	1883.16614	1763.37231	0.240057
200	5030.30	3394.11	1.393	2207.07861	2083.43774	0.245734
180	5317.95	3683.10	1.385	2434.89160	2307.19678	0.236636
160	5630.96	3999.65	1.388	2602.91113	2473.61890	0.247003
150	5753.35	4136.53	1.392	2681.87891	2553.53320	0.243258
100	6505.17	4867.01	1.391	3153.89893	3013.73584	0.240953
90	6721.03	5083.44	1.393	3278.80908	3136.08130	0.246663
80	6828.37	5209.23	1.393	3358.43677	3230.56860	0.246663
70	7033.52	5413.23	1.376	3463.04321	3341.06934	0.239408
50	7336.71	5721.63	1.384	3686.14038	3551.00806	0.237769
