32000	757.73	2.40	0.035	18.33183	7.33094	0.010427
10500	759.85	2.79	0.106	17.53091	8.01061	0.027373
9200	759.20	2.75	0.123	16.36934	7.52605	0.035043
1000	834.03	41.64	1.040	24.21069	14.74094	0.028635
400	1943.39	1144.23	1.876	670.66589	624.29938	0.236543
350	2036.93	1258.12	1.942	782.78455	736.94745	0.241877
300	2159.28	1395.82	1.952	873.50281	824.38190	0.233364
250	2230.87	1493.90	2.012	958.20306	909.92804	0.233215
200	2303.26	1596.72	2.040	1030.15674	986.21960	0.246101
180	2274.11	1583.00	2.069	1009.89886	965.22009	0.255306
160	2316.82	1643.16	2.086	1031.93750	991.28839	0.263439
150	2356.38	1691.22	2.094	1089.04102	1046.89307	0.265717
100	2518.73	1890.55	2.153	1187.79407	1150.13098	0.269969
90	2589.58	1974.20	2.167	1241.33301	1205.62402	0.263994
80	2727.23	2117.23	2.169	1317.37073	1284.35266	0.273890
70	2833.27	2228.95	2.179	1407.87390	1372.88647	0.261180
50	3319.42	2719.42	2.160	1700.99805	1665.59326	0.248626
