32000	736.93	14.83	0.036	63.65769	44.63355	0.010720
10500	744.64	15.32	0.106	43.78109	32.55983	0.028683
9200	746.44	18.98	0.121	53.74618	40.25457	0.032028
1000	1095.46	322.78	0.880	194.19063	183.44661	0.027574
400	1798.30	997.19	1.719	566.69720	527.76874	0.206002
350	1915.34	1126.76	1.772	691.04053	643.51172	0.201461
300	2024.67	1248.87	1.842	762.34460	717.17914	0.220173
250	2177.61	1428.36	1.912	901.16260	852.39081	0.237660
200	2188.04	1466.69	1.974	926.73157	881.79584	0.238952
180	2195.32	1487.68	1.991	952.40363	906.86902	0.230372
160	2255.68	1559.81	2.010	994.52893	952.27295	0.234811
150	2281.02	1591.73	2.020	1021.03210	976.46252	0.239033
100	2467.09	1820.64	2.089	1145.32141	1108.32434	0.259360
90	2552.56	1914.40	2.114	1205.70959	1164.26563	0.267887
80	2644.12	2015.97	2.115	1276.13074	1237.82251	0.254352
70	2756.00	2137.14	2.132	1343.61267	1307.65381	0.250271
50	3167.83	2561.63	2.170	1611.53076	1575.40637	0.277111
