32000	229.58	0.09	0.002	1.77496	0.04816	0.000055
10500	231.23	0.23	0.006	3.68252	0.06188	0.000106
9200	230.01	0.25	0.007	1.60320	0.06424	0.000153
1000	236.54	2.90	0.064	1.80107	0.37216	0.001355
400	253.83	11.22	0.159	2.71995	1.40151	0.003666
350	261.27	14.77	0.183	3.52706	1.32142	0.003048
300	269.66	20.18	0.214	4.07572	1.80210	0.003317
250	284.75	31.95	0.258	7.65197	4.28374	0.005595
200	326.36	64.73	0.321	15.60816	12.40550	0.006988
180	368.61	101.43	0.356	22.69062	20.66055	0.010356
160	506.32	232.15	0.396	92.95980	92.14050	0.012913
150	709.02	432.57	0.421	158.71982	157.58647	0.012001
100	2964.92	2668.57	0.528	1384.95886	1382.21277	0.021177
90	3774.50	3474.99	0.546	1871.58606	1869.17676	0.025266
80	4846.55	4544.56	0.554	2615.42090	2609.65381	0.019949
70	5951.51	5644.36	0.567	3359.97095	3355.67773	0.020364
50	8329.81	8018.83	0.578	4794.22803	4789.18506	0.019435
